id_pod,gasday,fogyasztas_kwh,source,nomvol_kwh
29470101,2026-08-17,0.0,tavmert,0
29470201,2026-08-17,577.33447,tavmert,557
29480101,2026-08-17,0.0,tavmert,0
29490101,2026-08-17,98.748756,tavmert,228
29510101,2026-08-17,148.5763257,tavmert,145
29530101,2026-08-17,77.44682025,tavmert,51
29560401,2026-08-17,5.0,profilos_nominalt,5
29561001,2026-08-17,142.0,profilos_nominalt,142
29570201,2026-08-17,4.0,profilos_nominalt,4
29570501,2026-08-17,0.0,profilos_nominalt,0
29570801,2026-08-17,0.0,profilos_nominalt,0
29570901,2026-08-17,0.0,profilos_nominalt,0
29580101,2026-08-17,94.57936,tavmert,79
29600101,2026-08-17,2318.232,tavmert,1600
29650101,2026-08-17,0.0,tavmert,0
29650201,2026-08-17,92.53540428,tavmert,47
29650301,2026-08-17,194.07538524,tavmert,34
29660101,2026-08-17,3691.1583418,tavmert,3500
29680101,2026-08-17,32.86131102,tavmert,25
29760101,2026-08-17,222.0420309,tavmert,217
29970101,2026-08-17,2.3453918799999998,tavmert,20
30030101,2026-08-17,0.0,tavmert,5
30030401,2026-08-17,112.93477884,tavmert,104
30100201,2026-08-17,0.0,tavmert,0
30210101,2026-08-17,634.21925,tavmert,689
30250101,2026-08-17,0.0,tavmert,0
30300101,2026-08-17,0.0,tavmert,0
30510101,2026-08-17,6.600840000000002,tavmert,4
30610101,2026-08-17,15.41904198,tavmert,15
30700101,2026-08-17,45075.6332386,tavmert,49000
32160101,2026-08-17,352.1216,tavmert,371
32230101,2026-08-17,0.0,tavmert,0
33390101,2026-08-17,534.4344231599999,tavmert,533
